city,fips_regions,lon,lat,state,zipcode
"Cleveland",39,-81.7459,41.4346,"OH",44144
"Westlake",39,-81.9207,41.447,"OH",44145
"Bedford",39,-81.5267,41.3788,"OH",44146
"Broadview Heights",39,-81.6802,41.3303,"OH",44147
"Strongsville",39,-81.8552,41.303,"OH",44149
"Cleveland",39,-81.6956,41.4997,"OH",44181
"Cleveland",39,-81.6956,41.4997,"OH",44188
"Cleveland",39,-81.6956,41.4997,"OH",44189
"Cleveland",39,-81.6956,41.4997,"OH",44191
"Cleveland",39,-81.6956,41.4997,"OH",44192
"Cleveland",39,-81.6956,41.4997,"OH",44193
"Cleveland",39,-81.6956,41.4997,"OH",44194
"Cleveland",39,-81.6956,41.4997,"OH",44195
"Cleveland",39,-81.6956,41.4997,"OH",44198
"Cleveland",39,-81.6915,41.5043,"OH",44199
"Atwater",39,-81.1748,41.0329,"OH",44201
"Aurora",39,-81.3509,41.306,"OH",44202
"Barberton",39,-81.6254,41.0367,"OH",44203
"Bath",39,-81.6365,41.1887,"OH",44210
"Brady Lake",39,-81.3173,41.1595,"OH",44211
"Brunswick",39,-81.8443,41.2523,"OH",44212
"Burbank",39,-81.9862,40.9521,"OH",44214
"Chippewa Lake",39,-81.9044,41.0817,"OH",44215
"Clinton",39,-81.5925,40.9441,"OH",44216
"Creston",39,-81.9317,40.9383,"OH",44217
"Cuyahoga Falls",39,-81.4828,41.1362,"OH",44221
"Cuyahoga Falls",39,-81.48,41.13,"OH",44222
"Cuyahoga Falls",39,-81.5267,41.1794,"OH",44223
"Stow",39,-81.4389,41.1729,"OH",44224
"Doylestown",39,-81.6802,40.9705,"OH",44230
"Garrettsville",39,-81.0534,41.313,"OH",44231
"Green",39,-81.465,40.9318,"OH",44232
"Hinckley",39,-81.7131,41.243,"OH",44233
"Hiram",39,-81.1527,41.3307,"OH",44234
"Homerville",39,-82.117,41.0414,"OH",44235
"Hudson",39,-81.4389,41.2528,"OH",44236
"Hudson",39,-81.4787,41.252,"OH",44237
"Kent",39,-81.3509,41.1264,"OH",44240
"Streetsboro",39,-81.3509,41.2462,"OH",44241
"Kent",39,-81.3492,41.1528,"OH",44242
"Kent",39,-81.3413,41.1494,"OH",44243
"Lakemore",39,-81.4300,41.0241,"OH",44250
"Westfield Center",39,-81.9351,41.0294,"OH",44251
"Litchfield",39,-82.0298,41.1755,"OH",44253
"Lodi",39,-82.008,41.0539,"OH",44254
"Mantua",39,-81.2299,41.2868,"OH",44255
"Medina",39,-81.8443,41.1325,"OH",44256
"Medina",39,-81.86,41.14,"OH",44258
"Mogadore",39,-81.3289,41.0447,"OH",44260
"Munroe Falls",39,-81.4361,41.1402,"OH",44262
"Peninsula",39,-81.5487,41.2409,"OH",44264
"Randolph",39,-81.254,41.0321,"OH",44265
"Ravenna",39,-81.1858,41.1637,"OH",44266
"Rittman",39,-81.7678,40.9567,"OH",44270
"Rootstown",39,-81.1968,41.0946,"OH",44272
"Seville",39,-81.8443,41.0123,"OH",44273
"Spencer",39,-82.0952,41.1,"OH",44275
"Sterling",39,-81.8334,40.9414,"OH",44276
"Tallmadge",39,-81.4169,41.1113,"OH",44278
"Valley City",39,-81.9207,41.2478,"OH",44280
"Wadsworth",39,-81.7568,41.0462,"OH",44281
"Wadsworth",39,-81.7388,41.0307,"OH",44282
"Richfield",39,-81.6364,41.2474,"OH",44286
"West Salem",39,-82.1061,40.9504,"OH",44287
"Windham",39,-81.0865,41.2259,"OH",44288
"Akron",39,-81.5212,41.044,"OH",44301
"Akron",39,-81.5363,41.0889,"OH",44302
"Akron",39,-81.535,41.1026,"OH",44303
"Akron",39,-81.502,41.0801,"OH",44304
"Akron",39,-81.4609,41.0746,"OH",44305
"Akron",39,-81.4828,41.0362,"OH",44306
"Akron",39,-81.5459,41.0684,"OH",44307
"Akron",39,-81.5171,41.0825,"OH",44308
"Akron",39,-81.5192,41.0645,"OH",44309
"Akron",39,-81.4993,41.1024,"OH",44310
"Akron",39,-81.524,41.0618,"OH",44311
"Akron",39,-81.4169,41.0313,"OH",44312
"Akron",39,-81.5706,41.1427,"OH",44313
"Akron",39,-81.5542,41.0365,"OH",44314
"Akron",39,-81.5192,41.0816,"OH",44315
"Akron",39,-81.5192,41.0816,"OH",44316
"Akron",39,-81.5192,41.0816,"OH",44317
"Akron",39,-81.5487,40.981,"OH",44319
"Akron",39,-81.5761,41.0781,"OH",44320
"Akron",39,-81.6583,41.1091,"OH",44321
"Akron",39,-81.5843,41.0462,"OH",44322
"Akron",39,-81.5154,41.0777,"OH",44325
"Akron",39,-81.5192,41.0816,"OH",44326
"Akron",39,-81.5192,41.0816,"OH",44328
"Akron",39,-81.6254,41.1567,"OH",44333
"Akron",39,-81.5192,41.0816,"OH",44334
"Akron",39,-81.5192,41.0816,"OH",44372
"Akron",39,-81.5192,41.0816,"OH",44393
"Akron",39,-81.5192,41.0816,"OH",44396
"Akron",39,-81.5192,41.0816,"OH",44398
"Akron",39,-81.5192,41.0816,"OH",44399
"Berlin Center",39,-80.965,41.0266,"OH",44401
"Bristolville",39,-80.8765,41.3786,"OH",44402
"Brookfield",39,-80.5772,41.2449,"OH",44403
"Burghill",39,-80.5550,41.3426,"OH",44404
"Campbell",39,-80.5938,41.0818,"OH",44405
"Canfield",39,-80.7879,41.0125,"OH",44406
"Columbiana",39,-80.6882,40.8743,"OH",44408
"Cortland",39,-80.7436,41.368,"OH",44410
"Deerfield",39,-81.0423,41.0427,"OH",44411
"Diamond",39,-81.0203,41.101,"OH",44412
"East Palestine",39,-80.5550,40.8434,"OH",44413
"Ellsworth",39,-80.86,41.02,"OH",44416
"Farmdale",39,-80.666,41.4312,"OH",44417
"Fowler",39,-80.5994,41.3065,"OH",44418
"Girard",39,-80.6882,41.1743,"OH",44420
"Hanoverton",39,-80.9097,40.7515,"OH",44423
"Hartford",39,-80.5687,41.3114,"OH",44424
"Hubbard",39,-80.5661,41.1543,"OH",44425
"Kensington",39,-80.9539,40.7148,"OH",44427
"Kinsman",39,-80.5661,41.4329,"OH",44428
"Lake Milton",39,-80.9816,41.1029,"OH",44429
"Leavittsburg",39,-80.9097,41.2519,"OH",44430
"Leetonia",39,-80.7547,40.8396,"OH",44431
"Lisbon",39,-80.7436,40.7282,"OH",44432
"Lowellville",39,-80.5327,41.0617,"OH",44436
"McDonald",39,-80.727,41.1625,"OH",44437
"Masury",39,-80.5327,41.2612,"OH",44438
"Mesopotamia",39,-80.9699,41.46,"OH",44439
"Mineral Ridge",39,-80.7824,41.147,"OH",44440
"Negley",39,-80.5327,40.7612,"OH",44441
"New Middletown",39,-80.5550,40.9636,"OH",44442
"New Springfield",39,-80.5994,40.9272,"OH",44443
"Newton Falls",39,-80.9761,41.1774,"OH",44444
"New Waterford",39,-80.6216,40.8288,"OH",44445
"Niles",39,-80.7547,41.1797,"OH",44446
"North Benton",39,-81.0423,40.9826,"OH",44449
"North Bloomfield",39,-80.8212,41.4437,"OH",44450
"North Jackson",39,-80.8765,41.0596,"OH",44451
"North Lima",39,-80.666,40.9526,"OH",44452
"Orangeville",39,-80.52,41.34,"OH",44453
"Petersburg",39,-80.5494,40.9081,"OH",44454
"Rogers",39,-80.616,40.7731,"OH",44455
"Salem",39,-80.8765,40.8994,"OH",44460
"Southington",39,-80.965,41.3061,"OH",44470
"Struthers",39,-80.5938,41.0518,"OH",44471
"Vienna",39,-80.6549,41.2414,"OH",44473
"Warren",39,-80.8765,41.1795,"OH",44481
"Warren",39,-80.87,41.17,"OH",44482
"Warren",39,-80.7990,41.263,"OH",44483
"Warren",39,-80.7325,41.2377,"OH",44484
"Warren",39,-80.8488,41.2421,"OH",44485
"Washingtonville",39,-80.7575,40.8974,"OH",44490
"West Farmington",39,-80.9761,41.3766,"OH",44491
"Youngstown",39,-80.6462,41.0982,"OH",44501
"Youngstown",39,-80.6382,41.0754,"OH",44502
"Youngstown",39,-80.6521,41.099,"OH",44503
"Youngstown",39,-80.6521,41.124,"OH",44504
"Youngstown",39,-80.5994,41.1072,"OH",44505
"Youngstown",39,-80.6271,41.0945,"OH",44506
"Youngstown",39,-80.6577,41.0745,"OH",44507
"Youngstown",39,-80.6937,41.1099,"OH",44509
"Youngstown",39,-80.6715,41.128,"OH",44510
"Youngstown",39,-80.6937,41.0699,"OH",44511
"Youngstown",39,-80.666,41.0327,"OH",44512
"Youngstown",39,-80.66,41.02,"OH",44513
"Youngstown",39,-80.5994,41.0072,"OH",44514
"Youngstown",39,-80.7547,41.0998,"OH",44515
"Youngstown",39,-80.6500,41.1069,"OH",44555
"Alliance",39,-81.1417,40.9202,"OH",44601
"Apple Creek",39,-81.8006,40.7279,"OH",44606
"Augusta",39,-81.02,40.69,"OH",44607
"Beach City",39,-81.5925,40.6625,"OH",44608
"Beloit",39,-80.9761,40.9374,"OH",44609
"Berlin",39,-81.7972,40.5594,"OH",44610
"Big Prairie",39,-82.0952,40.5973,"OH",44611
"Bolivar",39,-81.4609,40.6327,"OH",44612
"Brewster",39,-81.6008,40.711,"OH",44613
"Canal Fulton",39,-81.5925,40.8839,"OH",44614
"Carrollton",39,-81.0313,40.5698,"OH",44615
"Charm",39,-81.7852,40.5064,"OH",44617
"Dalton",39,-81.7021,40.7712,"OH",44618
"Dellroy",39,-81.2188,40.5741,"OH",44620
"Dennison",39,-81.2849,40.4378,"OH",44621
"Dover",39,-81.4938,40.5443,"OH",44622
"Dundee",39,-81.6693,40.5975,"OH",44624
"East Rochester",39,-81.0147,40.7547,"OH",44625
"East Sparta",39,-81.3949,40.6882,"OH",44626
"Fredericksburg",39,-81.8334,40.6597,"OH",44627
"Glenmont",39,-82.1605,40.5411,"OH",44628
"Gnadenhutten",39,-81.4389,40.3481,"OH",44629
"Greentown",39,-81.4033,40.9277,"OH",44630
"Harlem Springs",39,-81.0035,40.5209,"OH",44631
"Hartville",39,-81.3069,40.9629,"OH",44632
"Holmesville",39,-81.9426,40.6472,"OH",44633
"Homeworth",39,-81.0479,40.8277,"OH",44634
"Killbuck",39,-82.0189,40.4606,"OH",44637
"Lakeville",39,-82.1387,40.6406,"OH",44638
"Leesville",39,-81.2199,40.45,"OH",44639
"Limaville",39,-81.1465,40.9826,"OH",44640
"Louisville",39,-81.2299,40.8467,"OH",44641
"Magnolia",39,-81.3289,40.6631,"OH",44643
"Malvern",39,-81.1748,40.6917,"OH",44644
"Marshallville",39,-81.724,40.9135,"OH",44645
"Massillon",39,-81.5048,40.8171,"OH",44646
"Massillon",39,-81.5706,40.8019,"OH",44647
"Massillon",39,-81.2159,40.7974,"OH",44648
"Mechanicstown",39,-80.9982,40.6579,"OH",44651
"Middlebranch",39,-81.3289,40.8903,"OH",44652
"Midvale",39,-81.3716,40.4329,"OH",44653
"Millersburg",39,-81.8880,40.5323,"OH",44654
"Minerva",39,-81.0975,40.7562,"OH",44657
"Mount Eaton",39,-81.7018,40.6947,"OH",44659
"Mount Hope",39,-81.7849,40.6236,"OH",44660
"Nashville",39,-82.1132,40.5963,"OH",44661
"Navarre",39,-81.5377,40.7089,"OH",44662
"New Philadelphia",39,-81.4499,40.4602,"OH",44663
"North Georgetown",39,-80.9809,40.8476,"OH",44665
"North Lawrence",39,-81.6364,40.8469,"OH",44666
"Orrville",39,-81.7568,40.8455,"OH",44667
"Paris",39,-81.1527,40.7906,"OH",44669
"Sebring",39,-81.0147,40.9154,"OH",44672
"Sherrodsville",39,-81.2629,40.4967,"OH",44675
"Shreve",39,-82.0189,40.703,"OH",44676
"Smithville",39,-81.8552,40.8626,"OH",44677
"Strasburg",39,-81.5487,40.5988,"OH",44680
"Sugarcreek",39,-81.6693,40.5167,"OH",44681
"Tuscarawas",39,-81.4045,40.3974,"OH",44682
"Uhrichsville",39,-81.3619,40.3727,"OH",44683
"Uniontown",39,-81.3949,40.9695,"OH",44685
"Walnut Creek",39,-81.72,40.54,"OH",44687
"Waynesburg",39,-81.2629,40.6984,"OH",44688
"Wilmot",39,-81.6857,40.6441,"OH",44689
"Wooster",39,-81.9971,40.8022,"OH",44691
"Deersville",39,-81.1899,40.3103,"OH",44693
"Bowerston",39,-81.1748,40.4294,"OH",44695
"Zoar",39,-81.4197,40.612,"OH",44697
"Tippecanoe",39,-81.3179,40.2478,"OH",44699
"Canton",39,-81.38,40.8,"OH",44701
"Canton",39,-81.3771,40.7988,"OH",44702
"Canton",39,-81.3812,40.8104,"OH",44703
"Canton",39,-81.3344,40.7994,"OH",44704
"Canton",39,-81.3344,40.8295,"OH",44705
"Canton",39,-81.4169,40.7503,"OH",44706
"Canton",39,-81.4389,40.8122,"OH",44708
"Canton",39,-81.3894,40.8437,"OH",44709
"Canton",39,-81.4251,40.7886,"OH",44710
"Canton",39,-81.3798,40.8267,"OH",44711
"Canton",39,-81.3788,40.7987,"OH",44712
"Canton",39,-81.3592,40.8339,"OH",44714
"Canton",39,-81.4609,40.8541,"OH",44718
"North Canton",39,-81.4389,40.8926,"OH",44720
"Canton",39,-81.3289,40.8843,"OH",44721
"East Canton",39,-81.2739,40.7697,"OH",44730
"Canton",39,-81.3788,40.7987,"OH",44735
"Canton",39,-81.419,40.785,"OH",44750
"Canton",39,-81.3788,40.7987,"OH",44760
"Canton",39,-81.4231,40.8945,"OH",44767
"Canton",39,-81.3788,40.7987,"OH",44798
"Canton",39,-81.3788,40.7987,"OH",44799
"Alvada",39,-83.411,41.0425,"OH",44802
"Amsden",39,-83.3286,41.2164,"OH",44803
"Arcadia",39,-83.539,41.11,"OH",44804
"Ashland",39,-82.3452,40.9063,"OH",44805
"Bellevue",39,-82.8856,41.2416,"OH",44811
"Bellville",39,-82.5402,40.5764,"OH",44813
"Berlin Heights",39,-82.4861,41.3261,"OH",44814
"Bettsville",39,-83.2332,41.2439,"OH",44815
"Bloomdale",39,-83.539,41.2102,"OH",44817
"Bloomville",39,-82.9717,40.9663,"OH",44818
"Bucyrus",39,-82.9502,40.8645,"OH",44820
"Butler",39,-82.4103,40.5679,"OH",44822
"Castalia",39,-82.8102,41.3867,"OH",44824
"Chatfield",39,-82.9441,40.9552,"OH",44825
"Collins",39,-82.4861,41.2462,"OH",44826
"Crestline",39,-82.7563,40.8323,"OH",44827
"Galion",39,-82.7994,40.7141,"OH",44833
"Green Springs",39,-83.0684,41.2428,"OH",44836
"Greenwich",39,-82.4969,41.0167,"OH",44837
"Hayesville",39,-82.2624,40.7712,"OH",44838
"Jeromesville",39,-82.1931,40.7955,"OH",44840
"Kansas",39,-83.2827,41.2355,"OH",44841
"Loudonville",39,-82.2366,40.6775,"OH",44842
"Lucas",39,-82.4103,40.6891,"OH",44843
"McCutchenville",39,-83.2720,40.9843,"OH",44844
"Milan",39,-82.6159,41.3145,"OH",44846
"Monroeville",39,-82.7131,41.2308,"OH",44847
"Nevada",39,-83.1435,40.8157,"OH",44849
"New Haven",39,-82.676,41.0351,"OH",44850
"New London",39,-82.4103,41.0912,"OH",44851
"New Riegel",39,-83.3148,41.0671,"OH",44853
"New Washington",39,-82.8425,40.9584,"OH",44854
"North Fairfield",39,-82.5943,41.0932,"OH",44855
"North Robinson",39,-82.8575,40.7938,"OH",44856
"Norwalk",39,-82.5835,41.2226,"OH",44857
"Nova",39,-82.3343,41.016,"OH",44859
"Ontario",39,-82.5903,40.7595,"OH",44862
"Perrysville",39,-82.3235,40.643,"OH",44864
"Plymouth",39,-82.6699,40.9877,"OH",44865
"Polk",39,-82.1822,40.9255,"OH",44866
"Republic",39,-83.0147,41.1695,"OH",44867
"Sandusky",39,-82.7131,41.3906,"OH",44870
"Sandusky",39,-82.7199,41.45,"OH",44871
"Savannah",39,-82.3628,40.9664,"OH",44874
"Shelby",39,-82.6699,40.8671,"OH",44875
"Shiloh",39,-82.5078,40.9471,"OH",44878
"Sullivan",39,-82.2366,41.0395,"OH",44880
"Sycamore",39,-83.1435,40.9365,"OH",44882
"Tiro",39,-82.7671,40.9436,"OH",44887
"Wakeman",39,-82.3669,41.2483,"OH",44889
"Willard",39,-82.7131,41.0707,"OH",44890
"Mansfield",39,-82.5136,40.7635,"OH",44901
"Mansfield",39,-82.5105,40.7637,"OH",44902
"Mansfield",39,-82.5294,40.8279,"OH",44903
"Mansfield",39,-82.5835,40.66,"OH",44904
"Mansfield",39,-82.4644,40.7632,"OH",44905
"Mansfield",39,-82.5727,40.7702,"OH",44906
"Mansfield",39,-82.5132,40.7311,"OH",44907
"Mansfield",39,-82.5156,40.7584,"OH",44999
"Addyston",39,-84.7146,39.1401,"OH",45001
"Cleves",39,-84.742,39.1919,"OH",45002
"College Corner",39,-84.7838,39.5866,"OH",45003
"Collinsville",39,-84.6094,39.5155,"OH",45004
"Franklin",39,-84.2911,39.4913,"OH",45005
"Hamilton",39,-84.5117,39.409,"OH",45011
"Hamilton",39,-84.5615,39.3996,"OH",45012
"Fairfield",39,-84.5615,39.3996,"OH",45018
"Hamilton",39,-84.5615,39.3996,"OH",45023
"Hamilton",39,-84.5615,39.3996,"OH",45025
"Hamilton",39,-84.5615,39.3996,"OH",45026
"Harrison",39,-84.7942,39.2668,"OH",45030
"Harveysburg",39,-84.0075,39.4989,"OH",45032
"Kings Mills",39,-84.2463,39.3574,"OH",45034
"Lebanon",39,-84.2068,39.4458,"OH",45036
"Maineville",39,-84.2384,39.3338,"OH",45039
"Mason",39,-84.3016,39.3575,"OH",45040
"Middletown",39,-84.4488,39.5505,"OH",45042
"Middletown",39,-84.4068,39.4659,"OH",45044
"Monroe",39,-84.37,39.4487,"OH",45050
"Mount Saint Joseph",39,-84.6468,39.0969,"OH",45051
"North Bend",39,-84.7838,39.1522,"OH",45052
"Okeana",39,-84.7942,39.3496,"OH",45053
"Oregonia",39,-84.0696,39.4286,"OH",45054
"Overpeck",39,-84.5146,39.4506,"OH",45055
"Oxford",39,-84.7524,39.4717,"OH",45056
"Ross",39,-84.6503,39.3116,"OH",45061
"Seven Mile",39,-84.5550,39.4794,"OH",45062
"Somerville",39,-84.6165,39.5584,"OH",45064
"South Lebanon",39,-84.2121,39.3686,"OH",45065
"Springboro",39,-84.2173,39.5598,"OH",45066
"Trenton",39,-84.4698,39.469,"OH",45067
"Waynesville",39,-84.0379,39.5198,"OH",45068
"West Chester",39,-84.4068,39.342,"OH",45069
"West Elkton",39,-84.5524,39.585,"OH",45070
"West Chester",39,-84.41,39.33,"OH",45071
"Aberdeen",39,-83.7305,38.6841,"OH",45101
"Amelia",39,-84.1963,39.0207,"OH",45102
"Batavia",39,-84.1646,39.1125,"OH",45103
"Bentonville",39,-83.6133,38.7494,"OH",45105
"Bethel",39,-84.1224,38.9858,"OH",45106
"Blanchester",39,-83.9638,39.2992,"OH",45107
"Buford",39,-83.8418,39.0744,"OH",45110
"Camp Dennison",39,-84.2884,39.1991,"OH",45111
"Chilo",39,-84.1402,38.7934,"OH",45112
"Clarksville",39,-83.985,39.4036,"OH",45113
"Fayetteville",39,-83.9427,39.1738,"OH",45118
"Felicity",39,-84.0802,38.8171,"OH",45120
"Georgetown",39,-83.9109,38.8501,"OH",45121
"Goshen",39,-84.1224,39.2348,"OH",45122
"Greenfield",39,-83.4003,39.3616,"OH",45123
"Hamersville",39,-84.0062,38.9071,"OH",45130
"Higginsport",39,-83.9658,38.7884,"OH",45131
"Highland",39,-83.5996,39.3437,"OH",45132
"Hillsboro",39,-83.5497,39.1838,"OH",45133
"Leesburg",39,-83.5283,39.3688,"OH",45135
"Loveland",39,-84.249,39.2411,"OH",45140
"Lynchburg",39,-83.7943,39.2282,"OH",45142
"Manchester",39,-83.6561,38.7114,"OH",45144
"Martinsville",39,-83.7943,39.3316,"OH",45146
"Midland",39,-83.8685,39.3045,"OH",45148
"Milford",39,-84.2384,39.1681,"OH",45150
"Morrow",39,-84.1224,39.359,"OH",45152
"Moscow",39,-84.2068,38.8651,"OH",45153
"Mount Orab",39,-83.9109,39.0581,"OH",45154
"Mowrystown",39,-83.7498,39.0372,"OH",45155
"Neville",39,-84.2124,38.811,"OH",45156
"New Richmond",39,-84.2173,38.9593,"OH",45157
"Newtonsville",39,-84.0848,39.1818,"OH",45158
"New Vienna",39,-83.6987,39.3368,"OH",45159
"Owensville",39,-84.1369,39.1254,"OH",45160
"Pleasant Plain",39,-84.0696,39.2632,"OH",45162
"Port William",39,-83.7870,39.5524,"OH",45164
"Greenfield",39,-83.3825,39.3517,"OH",45165
"Reesville",39,-83.6769,39.4823,"OH",45166
"Ripley",39,-83.7836,38.76,"OH",45167
"Russellville",39,-83.7518,38.8521,"OH",45168
"Sabina",39,-83.6561,39.4996,"OH",45169
"Sardinia",39,-83.7836,39.0098,"OH",45171
"Sinking Spring",39,-83.387,39.0736,"OH",45172
"Terrace Park",39,-84.3095,39.1586,"OH",45174
"Williamsburg",39,-84.0273,39.0745,"OH",45176
"Wilmington",39,-83.8049,39.4458,"OH",45177
"Cincinnati",39,-84.4569,39.1616,"OH",45201
"Cincinnati",39,-84.5065,39.1032,"OH",45202
"Cincinnati",39,-84.5353,39.102,"OH",45203
"Cincinnati",39,-84.572,39.0881,"OH",45204
"Cincinnati",39,-84.5694,39.1061,"OH",45205
"Cincinnati",39,-84.4724,39.1405,"OH",45207
"Cincinnati",39,-84.454,39.1319,"OH",45208
"Cincinnati",39,-84.4225,39.1511,"OH",45209
"Cincinnati",39,-84.5144,39.1114,"OH",45210
"Cincinnati",39,-84.5956,39.1644,"OH",45211
"Cincinnati",39,-84.454,39.163,"OH",45212
"Cincinnati",39,-84.4225,39.1822,"OH",45213
"Cincinnati",39,-84.5301,39.1173,"OH",45214
"Cincinnati",39,-84.4698,39.2415,"OH",45215
"Cincinnati",39,-84.5196,39.2671,"OH",45218
"Cincinnati",39,-84.5144,39.1269,"OH",45219
"Cincinnati",39,-84.517,39.1452,"OH",45220
"Cincinnati",39,-84.4569,39.1616,"OH",45221
"Cincinnati",39,-84.4569,39.1616,"OH",45222
"Cincinnati",39,-84.5484,39.1674,"OH",45223
"Cincinnati",39,-84.5275,39.2079,"OH",45224
"Cincinnati",39,-84.5589,39.1472,"OH",45225
"Cincinnati",39,-84.4225,39.1096,"OH",45226
"Cincinnati",39,-84.3805,39.1491,"OH",45227
"California",39,-84.4195,39.067,"OH",45228
"Cincinnati",39,-84.5327,39.2444,"OH",45231
"Cincinnati",39,-84.5370,39.114,"OH",45234
"Cincinnati",39,-84.4015,39.2123,"OH",45236
"Cincinnati",39,-84.454,39.1941,"OH",45237
"Cincinnati",39,-84.6165,39.1239,"OH",45238
"Cincinnati",39,-84.5799,39.2,"OH",45239
"Cincinnati",39,-84.5327,39.2859,"OH",45240
"Cincinnati",39,-84.4068,39.2799,"OH",45241
"Cincinnati",39,-84.3647,39.2364,"OH",45242
"Cincinnati",39,-84.3437,39.1732,"OH",45243
"Cincinnati",39,-84.3226,39.1307,"OH",45244
"Cincinnati",39,-84.2805,39.0664,"OH",45245
"Cincinnati",39,-84.4645,39.2878,"OH",45246
"Cincinnati",39,-84.6584,39.2295,"OH",45247
"Cincinnati",39,-84.3279,39.2709,"OH",45249
"Cincinnati",39,-84.4569,39.1616,"OH",45250
"Cincinnati",39,-84.5903,39.2627,"OH",45251
"Cincinnati",39,-84.6375,39.27,"OH",45252
"Cincinnati",39,-84.59,39.22,"OH",45253
"Cincinnati",39,-84.3226,39.0684,"OH",45255
"Cincinnati",39,-84.4569,39.1616,"OH",45258
"Cincinnati",39,-84.4569,39.1616,"OH",45262
"Cincinnati",39,-84.4569,39.1616,"OH",45263
"Cincinnati",39,-84.4569,39.1616,"OH",45264
"Cincinnati",39,-84.4569,39.1616,"OH",45267
"Cincinnati",39,-84.4569,39.1616,"OH",45268
"Cincinnati",39,-84.4569,39.1616,"OH",45269
"Cincinnati",39,-84.4569,39.1616,"OH",45270
"Cincinnati",39,-84.4569,39.1616,"OH",45274
"Cincinnati",21,-84.4999,38.98,"KY",45277
"Cincinnati",39,-84.4569,39.1616,"OH",45280
"Cincinnati",39,-84.4569,39.1616,"OH",45296
"Cincinnati",39,-84.4569,39.1616,"OH",45298
"Cincinnati",39,-84.4569,39.1616,"OH",45299
"Alpha",39,-84.024,39.7102,"OH",45301
"Anna",39,-84.2068,40.3882,"OH",45302
"Ansonia",39,-84.6584,40.2165,"OH",45303
"Arcanum",39,-84.5432,39.9966,"OH",45304
"Bellbrook",39,-84.096,39.6412,"OH",45305
"Botkins",39,-84.1541,40.4567,"OH",45306
"Bowersville",39,-83.7241,39.5807,"OH",45307
"Bradford",39,-84.4593,40.1153,"OH",45308
"Brookville",39,-84.4173,39.8266,"OH",45309
"Burkettsville",39,-84.6424,40.3529,"OH",45310
"Camden",39,-84.627,39.631,"OH",45311
"Casstown",39,-84.0802,40.0557,"OH",45312
"Cedarville",39,-83.7836,39.7534,"OH",45314
"Clayton",39,-84.3384,39.8587,"OH",45315
"Clifton",39,-83.8248,39.7954,"OH",45316
"Conover",39,-84.0273,40.1857,"OH",45317
"Covington",39,-84.3437,40.1199,"OH",45318
"Donnelsville",39,-83.9413,39.9143,"OH",45319
"Eaton",39,-84.6479,39.7348,"OH",45320
"Eldorado",39,-84.6793,39.8697,"OH",45321
"Englewood",39,-84.3226,39.8938,"OH",45322
"Enon",39,-83.9374,39.8487,"OH",45323
"Fairborn",39,-84.0062,39.8164,"OH",45324
"Farmersville",39,-84.4278,39.6936,"OH",45325
"Fletcher",39,-84.0802,40.1374,"OH",45326
"Germantown",39,-84.4173,39.6211,"OH",45327
"Gettysburg",39,-84.4973,40.1158,"OH",45328
"Gratis",39,-84.5229,39.6486,"OH",45330
"Greenville",39,-84.6479,40.0629,"OH",45331
"Hollansburg",39,-84.7838,39.9974,"OH",45332
"Houston",39,-84.3332,40.2316,"OH",45333
"Jackson Center",39,-84.0379,40.4609,"OH",45334
"Jamestown",39,-83.7412,39.6278,"OH",45335
"Kettlersville",39,-84.2625,40.4389,"OH",45336
"Laura",39,-84.4068,39.9799,"OH",45337
"Lewisburg",39,-84.5432,39.8326,"OH",45338
"Ludlow Falls",39,-84.3437,39.9973,"OH",45339
"Maplewood",39,-84.0379,40.3796,"OH",45340
"Medway",39,-84.0062,39.8779,"OH",45341
"Miamisburg",39,-84.249,39.6129,"OH",45342
"Miamisburg",39,-84.2900,39.64,"OH",45343
"New Carlisle",39,-83.9956,39.9695,"OH",45344
"New Lebanon",39,-84.4068,39.7337,"OH",45345
"New Madison",39,-84.7002,39.9732,"OH",45346
"New Paris",39,-84.7524,39.8833,"OH",45347
"New Weston",39,-84.6584,40.3387,"OH",45348
"North Hampton",39,-83.9399,39.9901,"OH",45349
"Osgood",39,-84.4953,40.3394,"OH",45351
"Palestine",39,-84.744,40.05,"OH",45352
"Phillipsburg",39,-84.4012,39.905,"OH",45354
"Piqua",39,-84.249,40.1459,"OH",45356
"Pitsburg",39,-84.4885,39.9879,"OH",45358
"Pleasant Hill",39,-84.3437,40.0586,"OH",45359
"Port Jefferson",39,-84.0917,40.33,"OH",45360
"Potsdam",39,-84.4175,39.9634,"OH",45361
"Rossburg",39,-84.6375,40.2971,"OH",45362
"Russia",39,-84.4068,40.2454,"OH",45363
"Sidney",39,-84.1435,40.2833,"OH",45365
"Sidney",39,-84.1883,40.275,"OH",45367
"South Vienna",39,-83.6136,39.9491,"OH",45369
"Spring Valley",39,-84.0485,39.6131,"OH",45370
"Tremont City",39,-83.8384,40.0108,"OH",45372
"Troy",39,-84.2068,40.0212,"OH",45373
"Vandalia",39,-84.2173,39.8886,"OH",45377
"Verona",39,-84.4888,39.9012,"OH",45378
"Versailles",39,-84.5012,40.2397,"OH",45380
"West Alexandria",39,-84.5432,39.7094,"OH",45381
"West Manchester",39,-84.6165,39.8873,"OH",45382
"West Milton",39,-84.3437,39.9563,"OH",45383
"Wilberforce",39,-83.8761,39.715,"OH",45384
"Xenia",39,-83.9109,39.678,"OH",45385
